QUANTITY,SALES,DATE,PRODUCT,CATEGORY,PRICE,QUALITY,SALES_PERSON,SHOP,CITY,REGION
11,62.15,1/5/2016,Minnow Glitter,River,5.65,TOP,Richard Smith,Lucky Lures,Seattle,West
11,67.65,1/5/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
11,62.15,1/5/2016,Minnow Glitter,River,5.65,TOP,Nicolas Butters,Ministry of Lures,New York,North
12,67.80,1/5/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
12,73.80,1/5/2016,Steelhead Iron,River,6.15,TOP,Henry Jacobs,Anglers United,Los Angeles,West
12,89.40,1/5/2016,Trout Performance,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
12,106.68,1/5/2016,Zander Domination,Lake,8.89,TOP,Richard Smith,Lucky Lures,Seattle,West
13,96.85,1/5/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
13,96.85,1/5/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
13,146.77,1/5/2016,Marlin Goldbar,Ocean,11.29,TOP,Patrick Simpson,Lucky Lures,Seattle,West
13,79.95,1/5/2016,Steelhead Iron,River,6.15,TOP,William Lock,Willy's Lure Barn,Austin,South
14,86.10,1/5/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
14,104.30,1/5/2016,Charles Lake Secret,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
14,104.30,1/5/2016,Charles Lake Secret,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
14,104.30,1/5/2016,Trout Performance,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
14,86.10,1/5/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
15,84.75,1/5/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
15,69.75,1/5/2016,Fast Glider,River,4.65,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
15,111.75,1/5/2016,Charles Lake Secret,Lake,7.45,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
16,98.40,1/5/2016,Steelhead Iron,River,6.15,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
16,142.24,1/5/2016,Zander Domination,Lake,8.89,TOP,Tyler Lance,Fast Lures,New York,North
16,119.20,1/5/2016,Trout Performance,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
16,84.00,1/5/2016,Bass Illumination,River,5.25,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
16,74.40,1/5/2016,Fast Glider,River,4.65,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
16,111.84,1/5/2016,Pike Magic,Lake,6.99,TOP,Tiffany Smith,Fast Lures,New York,North
17,79.05,1/5/2016,Fast Glider,River,4.65,NORMAL,Richard Rosenberg,Silk Watersports,San Francisco,West
17,126.65,1/5/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
17,126.65,1/5/2016,Charles Lake Secret,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
17,96.05,1/5/2016,Minnow Glitter,River,5.65,TOP,Nora Pollack,Happy Fisherman,Chicago,North
17,89.25,1/5/2016,Bass Illumination,River,5.25,NORMAL,Tyler Lance,Fast Lures,New York,North
1,6.99,1/6/2016,Pike Magic,Lake,6.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
1,6.15,1/6/2016,Steelhead Iron,River,6.15,TOP,Henry Jacobs,Anglers United,Los Angeles,West
1,11.79,1/6/2016,Blinky Dorado,Ocean,11.79,TOP,Paul Thompson,Atlantic Lures,Miami,South
1,7.45,1/6/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
2,9.30,1/6/2016,Fast Glider,River,4.65,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
2,11.30,1/6/2016,Minnow Glitter,River,5.65,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
3,26.67,1/6/2016,Zander Domination,Lake,8.89,TOP,Richard Smith,Lucky Lures,Seattle,West
3,16.95,1/6/2016,Minnow Glitter,River,5.65,TOP,Nora Pollack,Happy Fisherman,Chicago,North
4,22.60,1/6/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
4,35.56,1/6/2016,Zander Domination,Lake,8.89,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
4,29.80,1/6/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
5,30.75,1/6/2016,Steelhead Iron,River,6.15,TOP,Nicolas Butters,Ministry of Lures,New York,North
5,28.25,1/6/2016,Minnow Glitter,River,5.65,TOP,Henry Jacobs,Anglers United,Los Angeles,West
5,37.25,1/6/2016,Trout Performance,Lake,7.45,NORMAL,Richard Rosenberg,Silk Watersports,San Francisco,West
5,26.25,1/6/2016,Bass Illumination,River,5.25,NORMAL,Tiffany Smith,Fast Lures,New York,North
6,70.74,1/6/2016,Blinky Dorado,Ocean,11.79,TOP,Nora Pollack,Happy Fisherman,Chicago,North
6,36.90,1/6/2016,Steelhead Iron,River,6.15,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
6,44.70,1/6/2016,Trout Performance,Lake,7.45,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
7,52.15,1/6/2016,Trout Performance,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
7,73.43,1/6/2016,Redtail Trout,Ocean,10.49,NORMAL,Richard Smith,Lucky Lures,Seattle,West
7,62.23,1/6/2016,Zander Domination,Lake,8.89,TOP,Nicolas Butters,Ministry of Lures,New York,North
8,59.60,1/6/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
8,49.20,1/6/2016,Steelhead Iron,River,6.15,TOP,William Lock,Willy's Lure Barn,Austin,South
8,59.60,1/6/2016,Trout Performance,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
8,90.32,1/6/2016,Marlin Goldbar,Ocean,11.29,TOP,John Pittsburger,Happy Fisherman,Chicago,North
8,37.20,1/6/2016,Fast Glider,River,4.65,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
8,83.92,1/6/2016,Redtail Trout,Ocean,10.49,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
9,67.05,1/6/2016,Trout Performance,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
9,67.05,1/6/2016,Charles Lake Secret,Lake,7.45,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
9,67.05,1/6/2016,Charles Lake Secret,Lake,7.45,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
10,99.90,1/6/2016,Deep Diver,Ocean,9.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
10,88.90,1/6/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
10,99.90,1/6/2016,Deep Diver,Ocean,9.99,TOP,Richard Smith,Lucky Lures,Seattle,West
11,51.15,1/6/2016,Fast Glider,River,4.65,NORMAL,Richard Smith,Lucky Lures,Seattle,West
12,67.80,1/6/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
12,125.88,1/6/2016,Redtail Trout,Ocean,10.49,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
12,106.68,1/6/2016,Zander Domination,Lake,8.89,TOP,William Lock,Willy's Lure Barn,Austin,South
12,67.80,1/6/2016,Minnow Glitter,River,5.65,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
13,68.25,1/6/2016,Bass Illumination,River,5.25,NORMAL,Richard Smith,Lucky Lures,Seattle,West
13,79.95,1/6/2016,Steelhead Iron,River,6.15,TOP,William Lock,Willy's Lure Barn,Austin,South
13,60.45,1/6/2016,Fast Glider,River,4.65,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
14,65.10,1/6/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
14,104.30,1/6/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
15,92.25,1/6/2016,Steelhead Iron,River,6.15,TOP,William Lock,Willy's Lure Barn,Austin,South
15,84.75,1/6/2016,Minnow Glitter,River,5.65,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
15,69.75,1/6/2016,Fast Glider,River,4.65,NORMAL,Sean Simons,Fast Lures,New York,North
16,111.84,1/6/2016,Pike Magic,Lake,6.99,TOP,Paul Bricks,Fishing King,Miami,South
16,90.40,1/6/2016,Minnow Glitter,River,5.65,TOP,Henrik Griffin,Anglers United,Los Angeles,West
17,96.05,1/6/2016,Minnow Glitter,River,5.65,TOP,Nicolas Butters,Ministry of Lures,New York,North
1,6.99,1/7/2016,Pike Magic,Lake,6.99,TOP,Sean Simons,Fast Lures,New York,North
1,6.15,1/7/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
1,7.45,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
1,5.65,1/7/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
1,7.45,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tiffany Smith,Fast Lures,New York,North
1,8.89,1/7/2016,Zander Domination,Lake,8.89,TOP,Brian Thompson,Anglers United,Los Angeles,West
2,23.58,1/7/2016,Blinky Dorado,Ocean,11.79,TOP,William Lock,Willy's Lure Barn,Austin,South
2,23.58,1/7/2016,Blinky Dorado,Ocean,11.79,TOP,Nora Pollack,Happy Fisherman,Chicago,North
2,12.30,1/7/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
3,31.47,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
3,22.35,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
3,26.67,1/7/2016,Zander Domination,Lake,8.89,TOP,Brian Thompson,Anglers United,Los Angeles,West
4,22.60,1/7/2016,Minnow Glitter,River,5.65,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
4,24.60,1/7/2016,Steelhead Iron,River,6.15,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
5,58.95,1/7/2016,Blinky Dorado,Ocean,11.79,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
5,37.25,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
5,34.95,1/7/2016,Pike Magic,Lake,6.99,TOP,Paul Bricks,Fishing King,Miami,South
5,26.25,1/7/2016,Bass Illumination,River,5.25,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
6,31.50,1/7/2016,Bass Illumination,River,5.25,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
6,44.70,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
6,44.70,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
6,33.90,1/7/2016,Minnow Glitter,River,5.65,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
7,79.03,1/7/2016,Marlin Goldbar,Ocean,11.29,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
7,32.55,1/7/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
7,39.55,1/7/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
7,39.55,1/7/2016,Minnow Glitter,River,5.65,TOP,Brian Thompson,Anglers United,Los Angeles,West
8,45.20,1/7/2016,Minnow Glitter,River,5.65,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
8,90.32,1/7/2016,Marlin Goldbar,Ocean,11.29,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
8,83.92,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
8,45.20,1/7/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
8,42.00,1/7/2016,Bass Illumination,River,5.25,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
9,55.35,1/7/2016,Steelhead Iron,River,6.15,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
9,94.41,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Tyler Lance,Fast Lures,New York,North
10,56.50,1/7/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
10,61.50,1/7/2016,Steelhead Iron,River,6.15,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
11,57.75,1/7/2016,Bass Illumination,River,5.25,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
11,57.75,1/7/2016,Bass Illumination,River,5.25,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
12,125.88,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Paul Bricks,Fishing King,Miami,South
12,55.80,1/7/2016,Fast Glider,River,4.65,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
12,141.48,1/7/2016,Blinky Dorado,Ocean,11.79,TOP,Tyler Lance,Fast Lures,New York,North
12,89.40,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
12,83.88,1/7/2016,Pike Magic,Lake,6.99,TOP,Tyler Lance,Fast Lures,New York,North
12,89.40,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
13,136.37,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
14,79.10,1/7/2016,Minnow Glitter,River,5.65,TOP,William Lock,Willy's Lure Barn,Austin,South
14,79.10,1/7/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
14,73.50,1/7/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
14,104.30,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
14,146.86,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
15,78.75,1/7/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
15,84.75,1/7/2016,Minnow Glitter,River,5.65,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
15,92.25,1/7/2016,Steelhead Iron,River,6.15,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
15,84.75,1/7/2016,Minnow Glitter,River,5.65,TOP,Richard Smith,Lucky Lures,Seattle,West
15,111.75,1/7/2016,Trout Performance,Lake,7.45,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
15,104.85,1/7/2016,Pike Magic,Lake,6.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
15,104.85,1/7/2016,Pike Magic,Lake,6.99,TOP,Henrik Griffin,Anglers United,Los Angeles,West
15,111.75,1/7/2016,Trout Performance,Lake,7.45,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
16,167.84,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Tyler Lance,Fast Lures,New York,North
16,74.40,1/7/2016,Fast Glider,River,4.65,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
16,119.20,1/7/2016,Charles Lake Secret,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
16,74.40,1/7/2016,Fast Glider,River,4.65,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
16,159.84,1/7/2016,Deep Diver,Ocean,9.99,TOP,Sean Simons,Fast Lures,New York,North
16,84.00,1/7/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
16,74.40,1/7/2016,Fast Glider,River,4.65,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
17,96.05,1/7/2016,Minnow Glitter,River,5.65,TOP,Nicolas Butters,Ministry of Lures,New York,North
17,178.33,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Tyler Lance,Fast Lures,New York,North
17,178.33,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
17,178.33,1/7/2016,Redtail Trout,Ocean,10.49,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
1,5.25,1/8/2016,Bass Illumination,River,5.25,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
1,4.65,1/8/2016,Fast Glider,River,4.65,NORMAL,Sean Simons,Fast Lures,New York,North
1,5.25,1/8/2016,Bass Illumination,River,5.25,NORMAL,Tyler Lance,Fast Lures,New York,North
2,11.30,1/8/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
2,14.90,1/8/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
2,14.90,1/8/2016,Trout Performance,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
3,18.45,1/8/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
3,18.45,1/8/2016,Steelhead Iron,River,6.15,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
4,27.96,1/8/2016,Pike Magic,Lake,6.99,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
4,47.16,1/8/2016,Blinky Dorado,Ocean,11.79,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
4,21.00,1/8/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
4,29.80,1/8/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
5,28.25,1/8/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
5,30.75,1/8/2016,Steelhead Iron,River,6.15,TOP,Nicolas Butters,Ministry of Lures,New York,North
5,52.45,1/8/2016,Redtail Trout,Ocean,10.49,NORMAL,Tyler Lance,Fast Lures,New York,North
5,28.25,1/8/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
6,44.70,1/8/2016,Trout Performance,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
6,62.94,1/8/2016,Redtail Trout,Ocean,10.49,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
6,36.90,1/8/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
6,62.94,1/8/2016,Redtail Trout,Ocean,10.49,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
7,43.05,1/8/2016,Steelhead Iron,River,6.15,TOP,Patrick Simpson,Lucky Lures,Seattle,West
7,32.55,1/8/2016,Fast Glider,River,4.65,NORMAL,Sean Simons,Fast Lures,New York,North
7,32.55,1/8/2016,Fast Glider,River,4.65,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
7,36.75,1/8/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
7,39.55,1/8/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
8,49.20,1/8/2016,Steelhead Iron,River,6.15,TOP,Tyler Lance,Fast Lures,New York,North
8,59.60,1/8/2016,Charles Lake Secret,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
8,49.20,1/8/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
8,94.32,1/8/2016,Blinky Dorado,Ocean,11.79,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
9,55.35,1/8/2016,Steelhead Iron,River,6.15,TOP,Paul Thompson,Atlantic Lures,Miami,South
9,62.91,1/8/2016,Pike Magic,Lake,6.99,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
9,67.05,1/8/2016,Charles Lake Secret,Lake,7.45,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
9,55.35,1/8/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
10,61.50,1/8/2016,Steelhead Iron,River,6.15,TOP,Tiffany Smith,Fast Lures,New York,North
10,56.50,1/8/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
10,56.50,1/8/2016,Minnow Glitter,River,5.65,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
10,112.90,1/8/2016,Marlin Goldbar,Ocean,11.29,TOP,Richard Smith,Lucky Lures,Seattle,West
11,62.15,1/8/2016,Minnow Glitter,River,5.65,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
11,51.15,1/8/2016,Fast Glider,River,4.65,NORMAL,Sean Simons,Fast Lures,New York,North
12,106.68,1/8/2016,Zander Domination,Lake,8.89,TOP,Jasmin Muller,Ministry of Lures,New York,North
12,89.40,1/8/2016,Trout Performance,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
12,89.40,1/8/2016,Charles Lake Secret,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
13,79.95,1/8/2016,Steelhead Iron,River,6.15,TOP,William Lock,Willy's Lure Barn,Austin,South
13,96.85,1/8/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Rosenberg,Silk Watersports,San Francisco,West
13,136.37,1/8/2016,Redtail Trout,Ocean,10.49,NORMAL,Tiffany Smith,Fast Lures,New York,North
14,139.86,1/8/2016,Deep Diver,Ocean,9.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
16,90.40,1/8/2016,Minnow Glitter,River,5.65,TOP,William Lock,Willy's Lure Barn,Austin,South
16,119.20,1/8/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
16,90.40,1/8/2016,Minnow Glitter,River,5.65,TOP,Nicolas Butters,Ministry of Lures,New York,North
16,98.40,1/8/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
16,111.84,1/8/2016,Pike Magic,Lake,6.99,TOP,Richard Smith,Lucky Lures,Seattle,West
17,126.65,1/8/2016,Charles Lake Secret,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
17,89.25,1/8/2016,Bass Illumination,River,5.25,NORMAL,Richard Rosenberg,Silk Watersports,San Francisco,West
17,79.05,1/8/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
1,5.65,1/9/2016,Minnow Glitter,River,5.65,TOP,Brian Thompson,Anglers United,Los Angeles,West
1,7.45,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
1,7.45,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
1,6.99,1/9/2016,Pike Magic,Lake,6.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
1,5.25,1/9/2016,Bass Illumination,River,5.25,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
2,11.30,1/9/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
3,20.97,1/9/2016,Pike Magic,Lake,6.99,TOP,William Lock,Willy's Lure Barn,Austin,South
4,29.80,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
5,26.25,1/9/2016,Bass Illumination,River,5.25,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
5,44.45,1/9/2016,Zander Domination,Lake,8.89,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
5,34.95,1/9/2016,Pike Magic,Lake,6.99,TOP,Paul Bricks,Fishing King,Miami,South
6,41.94,1/9/2016,Pike Magic,Lake,6.99,TOP,Jasmin Muller,Ministry of Lures,New York,North
6,41.94,1/9/2016,Pike Magic,Lake,6.99,TOP,Brian Thompson,Anglers United,Los Angeles,West
6,33.90,1/9/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
6,36.90,1/9/2016,Steelhead Iron,River,6.15,TOP,Richard Smith,Lucky Lures,Seattle,West
6,31.50,1/9/2016,Bass Illumination,River,5.25,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
7,39.55,1/9/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
7,62.23,1/9/2016,Zander Domination,Lake,8.89,TOP,Sean Simons,Fast Lures,New York,North
7,39.55,1/9/2016,Minnow Glitter,River,5.65,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
8,45.20,1/9/2016,Minnow Glitter,River,5.65,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
8,71.12,1/9/2016,Zander Domination,Lake,8.89,TOP,Paul Thompson,Atlantic Lures,Miami,South
8,59.60,1/9/2016,Trout Performance,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
8,59.60,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
8,42.00,1/9/2016,Bass Illumination,River,5.25,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
8,49.20,1/9/2016,Steelhead Iron,River,6.15,TOP,William Lock,Willy's Lure Barn,Austin,South
9,67.05,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
9,67.05,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
9,67.05,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
10,88.90,1/9/2016,Zander Domination,Lake,8.89,TOP,Paul Thompson,Atlantic Lures,Miami,South
11,109.89,1/9/2016,Deep Diver,Ocean,9.99,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
11,51.15,1/9/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
11,81.95,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
11,76.89,1/9/2016,Pike Magic,Lake,6.99,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
11,124.19,1/9/2016,Marlin Goldbar,Ocean,11.29,TOP,Tiffany Smith,Fast Lures,New York,North
12,67.80,1/9/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
13,73.45,1/9/2016,Minnow Glitter,River,5.65,TOP,Tyler Lance,Fast Lures,New York,North
13,73.45,1/9/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
13,96.85,1/9/2016,Charles Lake Secret,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
